"","x"
"2579","O22203"
"2580","P30427"
"2581","B3PI89"
"2582","Q92643"
"2583","Q9QYU1"
"2584","O35648"
"2585","P48555"
"2586","Q9DAK4"
"2587","Q5D018"
"2588","A4IIL4"
"2589","Q95LN2"
"2590","Q6WAU1"
"2591","P85834"
"2592","Q6PDL0"
"2593","Q9H3P7"
"2594","O77302"
"2595","Q9DBS8"
"2596","Q9JLJ2"
"2597","P26932"
"2598","Q3T168"
"2599","P27075"
"2600","P28075"
"2601","Q8IUG5"
"2602","O70582"
"2603","C1C4R8"
"2604","Q8BFY9"
"2605","P75059"
"2606","Q4PNJ1"
"2607","Q94613"
"2608","P30683"
"2609","Q9ES67"
"2610","A1XQX0"
"2611","Q8BHG2"
"2612","P15651"
"2613","Q61191"
"2614","Q14315"
"2615","Q9H0C1"
"2616","Q6P502"
"2617","P23378"
"2618","Q1L8L9"
"2619","Q9NYQ6"
"2620","P51824"
"2621","Q6GQN0"
"2622","Q5ZLY5"
"2623","Q0P5Y3"
"2624","Q62824"
"2625","Q8IV38"
"2626","Q5R5Z5"
"2627","Q21734"
"2628","P55935"
"2629","P49696"
"2630","P41110"
"2631","Q6DKC0"
"2632","Q84G06"
"2633","P15062"
"2634","Q16956"
"2635","Q9Y4C8"
"2636","Q8BMP6"
"2637","Q61166"
"2638","Q96M96"
"2639","Q9I925"
"2640","Q8R3P7"
"2641","Q9H4G4"
"2642","P76536"
"2643","Q9BUT9"
"2644","Q7K4B6"
"2645","Q7ZU42"
"2646","Q5B630"
"2647","Q8BSK8"
"2648","Q9JMH9"
"2649","Q9QW30"
"2650","P62315"
"2651","O01391"
"2652","O60884"
"2653","Q86UX7"
"2654","O43447"
"2655","Q8R500"
"2656","O75694"
"2657","O42998"
"2658","Q6NWX7"
"2659","Q9R172"
"2660","Q503Y7"
"2661","P05993"
"2662","P42685"
"2663","Q09139"
"2664","Q9VW26"
"2665","Q9UJY5"
"2666","P86234"
"2667","Q6PE01"
"2668","Q5UQ96"
"2669","P50919"
"2670","P01122"
"2671","O43930"
"2672","Q8NI35"
"2673","Q9NYQ7"
"2674","Q86WU2"
"2675","P40517"
"2676","P22892"
"2677","Q32LM2"
"2678","Q96JQ2"
"2679","Q0P4Q4"
"2680","P12694"
"2681","Q96AG4"
"2682","Q00004"
"2683","Q9D554"
"2684","P56603"
"2685","Q99K85"
"2686","P86221"
"2687","O14727"
"2688","O55057"
"2689","Q6NZJ6"
"2690","Q6B4U9"
"2691","Q13148"
"2692","Q96EQ0"
"2693","Q5F418"
"2694","Q5U249"
"2695","Q6YKA8"
"2696","Q9LEB4"
"2697","E1BK52"
"2698","Q5U4F6"
"2699","Q9MBF8"
"2700","P18298"
"2701","Q3T0T7"
"2702","Q27245"
"2703","Q9ULM6"
"2704","O46106"
"2705","A2Q848"
"2706","Q6P616"
"2707","Q96MR6"
"2708","P36871"
"2709","P56839"
"2710","P23128"
"2711","Q5BJU7"
"2712","P35479"
"2713","P47957"
"2714","Q8BWW9"
"2715","Q5ZL74"
"2716","Q96N23"
"2717","Q9GKN7"
"2718","P60901"
"2719","Q96JQ0"
"2720","Q16851"
"2721","Q7RXA6"
"2722","P21333"
"2723","Q6P877"
"2724","P08655"
"2725","Q99P25"
"2726","Q02365"
"2727","P24635"
"2728","P49354"
"2729","Q91XM9"
"2730","P52480"
"2731","B2AWV6"
"2732","P54939"
"2733","P08199"
"2734","B5XE27"
"2735","O97125"
"2736","Q17R14"
"2737","Q62261"
"2738","Q8NFJ9"
"2739","Q9DCT2"
"2740","Q12933"
"2741","Q9HCU4"
"2742","P54928"
"2743","Q55E26"
"2744","Q641F3"
"2745","Q922B2"
"2746","Q8YV57"
"2747","Q963B7"
"2748","Q9XYM0"
"2749","Q2PFW9"
"2750","Q66II8"
"2751","Q0VCL3"
"2752","Q9WU01"
"2753","P0C1I9"
"2754","Q07460"
"2755","Q6CEJ6"
"2756","Q3ZCJ8"
"2757","P25286"
"2758","O24304"
"2759","O55012"
"2760","P39429"
"2761","P18061"
"2762","Q2H427"
"2763","Q99JL1"
"2764","P47791"
"2765","P20456"
"2766","Q5XI42"
"2767","O43399"
"2768","P31596"
"2769","O15078"
"2770","Q4PJX1"
"2771","P83829"
"2772","Q9BWD1"
"2773","Q5VYK3"
"2774","O88453"
"2775","Q6TUG0"
"2776","Q6GNN8"
"2777","O35593"
"2778","C0ZW79"
"2779","P52503"
"2780","Q5FVA9"
"2781","Q8VE62"
"2782","Q7Z7G8"
"2783","Q6PAJ1"
"2784","B4F7A7"
"2785","Q5RA31"
"2786","Q9UPN6"
"2787","A4F4L4"
"2788","Q8VDI9"
"2789","Q63627"
"2790","Q99932"
"2791","Q5UR67"
"2792","Q803G5"
"2793","Q6IRB3"
"2794","Q5XGW6"
"2795","B0WEV5"
"2796","Q15424"
"2797","Q5U2V4"
"2798","C0H419"
"2799","Q8HXX6"
"2800","Q58DG1"
"2801","Q5F413"
"2802","Q9DC48"
"2803","P97879"
"2804","O95394"
"2805","Q60648"
"2806","O14095"
"2807","Q7SZC2"
"2808","Q5FWP9"
"2809","Q91447"
"2810","Q86XE3"
"2811","Q7A7L2"
"2812","Q9UPX8"
"2813","P53634"
"2814","O77458"
"2815","Q9YHT2"
"2816","Q5M7F8"
"2817","Q6DCP1"
"2818","Q810N6"
"2819","Q91WT4"
"2820","A7RR34"
"2821","Q8BKZ9"
"2822","Q91653"
"2823","P28480"
"2824","Q96NG3"
"2825","Q2KI83"
"2826","Q4KKZ1"
"2827","Q5F364"
"2828","Q8IYU8"
"2829","A7MB45"
"2830","Q29RM3"
"2831","Q5U508"
"2832","Q5TZF3"
"2833","Q32L09"
"2834","Q91XQ0"
"2835","Q612F5"
"2836","Q80U58"
"2837","Q8BGC4"
"2838","Q32LG5"
"2839","Q5RB02"
"2840","D2HZB0"
"2841","Q96JJ3"
"2842","Q8AY73"
"2843","Q9W596"
"2844","P23787"
"2845","Q28298"
"2846","P52183"
"2847","Q95M30"
"2848","Q9BH05"
"2849","Q9URU2"
"2850","P82798"
"2851","Q64514"
"2852","Q5H8C4"
"2853","A5UEV6"
"2854","Q8TCJ2"
"2855","P47194"
"2856","O88848"
"2857","O62703"
"2858","A4IF78"
"2859","Q9NP81"
"2860","Q9D0R2"
"2861","Q175F8"
"2862","O28579"
"2863","Q96L03"
"2864","Q54F23"
"2865","A9VS13"
"2866","Q5R7L7"
"2867","Q9V3D2"
"2868","Q91048"
"2869","Q0IHI3"
"2870","O75521"
"2871","P97532"
"2872","P15880"
"2873","O42860"
"2874","O13396"
"2875","P07872"
"2876","Q8BMC3"
"2877","Q6P1B1"
"2878","O95831"
"2879","Q0Z7S8"
"2880","P43247"
"2881","P98203"
"2882","Q91YN5"
"2883","P42232"
"2884","Q5E956"
"2885","Q98SP7"
"2886","Q64560"
"2887","Q3ZBP3"
"2888","P16275"
"2889","Q792I0"
"2890","Q9P2E3"
"2891","Q05976"
"2892","Q9WU78"
"2893","O46629"
"2894","Q9VWH4"
"2895","Q9W141"
"2896","Q8C1B2"
"2897","Q810B6"
"2898","Q9R013"
"2899","Q3UDE2"
"2900","Q9ZW02"
"2901","B4MM23"
"2902","Q29NG1"
"2903","P25805"
"2904","P37806"
"2905","Q8YTC2"
"2906","P49432"
"2907","Q60865"
"2908","Q8N3X1"
"2909","Q95J53"
"2910","Q9VYS3"
"2911","Q68FT1"
"2912","Q99MN1"
"2913","P27237"
"2914","P92177"
"2915","P0CP26"
"2916","Q9BYW2"
"2917","Q8BRC6"
"2918","Q5G266"
"2919","Q9QWG7"
"2920","Q9VQX4"
"2921","Q91309"
"2922","A6QR55"
"2923","Q76B49"
"2924","Q5RBM1"
"2925","O97578"
"2926","Q6INX4"
"2927","Q90631"
"2928","Q5RA77"
"2929","O88441"
"2930","O18757"
"2931","P72186"
"2932","Q8VYA5"
"2933","Q182S8"
"2934","Q5TYV0"
"2935","P42226"
"2936","Q6ZCX3"
"2937","Q5U367"
"2938","E1BD59"
"2939","Q9CZU3"
"2940","Q14416"
"2941","Q9Y4E8"
"2942","Q62785"
"2943","O88664"
"2944","A0JMA9"
"2945","O59801"
"2946","O76387"
"2947","O43772"
"2948","Q8R1F6"
"2949","P32320"
"2950","Q2T9T0"
"2951","Q60841"
"2952","Q6NYZ6"
"2953","P35623"
"2954","Q6INU8"
"2955","P02552"
"2956","Q8BWW4"
"2957","Q6ETN3"
"2958","P52632"
"2959","Q9GKX6"
"2960","O23320"
"2961","Q9NDG8"
"2962","Q8IZ02"
"2963","Q1MTI4"
"2964","Q7Z7A1"
"2965","A0FGR8"
"2966","O77404"
"2967","P62323"
"2968","Q9D1M0"
"2969","Q08BC4"
"2970","Q4V7Y7"
"2971","Q6DBY2"
"2972","Q9XZ71"
"2973","Q9W265"
"2974","Q9GLM4"
"2975","Q63191"
"2976","Q9Y2X3"
"2977","Q9P2K3"
"2978","P18258"
"2979","P12107"
"2980","P30907"
"2981","Q8IWF2"
"2982","A4FW92"
"2983","Q7ZW34"
"2984","Q9UHL4"
"2985","P40801"
"2986","O35778"
"2987","Q8HZK2"
"2988","Q3T0F5"
"2989","O43242"
"2990","Q9DAM1"
"2991","Q5U2Z3"
"2992","O13066"
"2993","P46013"
"2994","O43511"
"2995","O15213"
"2996","P86197"
"2997","Q5U305"
"2998","Q7YQC6"
"2999","Q15582"
"3000","O14880"
"3001","Q5RCG9"
"3002","Q6IP50"
"3003","Q9VAW5"
"3004","P18239"
"3005","Q05722"
"3006","Q29L80"
"3007","Q6GL41"
"3008","Q9QYG6"
"3009","P24368"
"3010","Q6PD03"
"3011","Q9JLZ3"
"3012","Q6GL77"
"3013","B1AVY7"
"3014","Q9DAK2"
"3015","Q6ZQ58"
"3016","Q7ZWU7"
"3017","O08836"
"3018","Q54K00"
"3019","Q58DS3"
"3020","Q28CH3"
"3021","Q3KNJ2"
"3022","Q17EN4"
"3023","Q92569"
"3024","Q9D0P0"
"3025","Q99PL6"
"3026","Q9BY08"
"3027","Q9Y6D5"
"3028","Q7TT28"
"3029","P83686"
"3030","Q4KM52"
"3031","Q812D3"
"3032","Q9JIT3"
"3033","Q0VCN3"
"3034","Q0VDD8"
"3035","Q99523"
"3036","Q9R152"
"3037","Q9N2D1"
"3038","Q5E9X2"
"3039","Q7ZY87"
"3040","Q13619"
"3041","O43432"
"3042","Q9BPU9"
"3043","Q24574"
"3044","Q8MVR1"
"3045","Q5XJR6"
"3046","Q8WMH2"
"3047","P02597"
"3048","Q4G061"
"3049","Q8IWG1"
"3050","Q9UKX7"
"3051","Q9M0X9"
"3052","H3BS89"
"3053","Q53FA7"
"3054","Q02978"
"3055","Q8WW35"
"3056","P90901"
"3057","Q6GPJ5"
"3058","Q8PW06"
"3059","P51400"
"3060","O96019"
"3061","A0JMY4"
"3062","Q3UGF1"
"3063","Q6WRH9"
"3064","Q8IXY8"
"3065","Q6NRL2"
"3066","Q9P6K0"
"3067","Q9BUJ0"
"3068","Q9P209"
"3069","Q9D8T7"
"3070","Q9D0F3"
"3071","P50867"
"3072","Q9Z139"
"3073","P18091"
"3074","P56182"
"3075","Q9NRD1"
"3076","Q62920"
"3077","Q9Y5B9"
"3078","Q60992"
"3079","Q9FVI2"
"3080","P14885"
"3081","Q9GLW9"
"3082","O60879"
"3083","O57478"
"3084","Q24020"
"3085","Q5R5W2"
"3086","Q5B3I8"
"3087","P59764"
"3088","Q86UA1"
"3089","Q7RTZ2"
"3090","Q8BUR4"
"3091","P40796"
"3092","C3Z1P5"
"3093","P27600"
"3094","P45897"
"3095","Q6PB66"
"3096","O74227"
"3097","Q5ZL72"
"3098","Q5VTT2"
"3099","P31686"
"3100","P39682"
"3101","P62343"
"3102","Q5PQR5"
"3103","P20241"
"3104","Q5ZIL4"
"3105","P54357"
"3106","Q9VU68"
"3107","Q24K02"
"3108","P54116"
"3109","Q91WL5"
"3110","Q9HCD5"
"3111","O35796"
"3112","O44757"
"3113","Q3SZL5"
"3114","Q6DJE4"
"3115","Q99MY8"
"3116","Q9MYM4"
"3117","Q8JFP1"
"3118","Q5EAR5"
"3119","Q09531"
"3120","Q9X248"
"3121","Q8JZN5"
"3122","Q6NVU2"
"3123","Q5XI32"
"3124","Q92485"
"3125","Q9NRZ9"
"3126","P98077"
"3127","Q5R4H4"
"3128","P18173"
"3129","Q5BKL0"
"3130","A9WFA3"
"3131","P97874"
"3132","Q64620"
"3133","Q5R7A8"
"3134","Q9H6T3"
"3135","Q28DH0"
"3136","Q767I8"
"3137","P53590"
"3138","Q3SYZ8"
"3139","Q8TEX9"
"3140","P50164"
"3141","Q96CU9"
"3142","P24792"
"3143","P35605"
"3144","A8X6H4"
"3145","P23965"
"3146","Q91VS8"
"3147","P09874"
"3148","Q5ZML3"
"3149","O18601"
"3150","Q3SZA1"
"3151","P19367"
"3152","A8Y236"
"3153","Q91W97"
"3154","P49137"
"3155","Q8BIV3"
"3156","Q8TE67"
"3157","Q9VND8"
"3158","Q8BGT5"
"3159","O57594"
"3160","P63100"
"3161","P78568"
"3162","P12822"
"3163","P11387"
"3164","Q0II68"
"3165","A5A7I8"
"3166","Q9MB95"
"3167","Q9UPN9"
"3168","Q9R9J1"
"3169","Q1LUT1"
"3170","Q937L4"
"3171","Q01105"
"3172","Q28FE4"
"3173","Q6FVD3"
"3174","O60507"
"3175","Q03342"
"3176","Q28FD1"
"3177","P61765"
"3178","Q0V9J0"
"3179","Q9D0I8"
"3180","Q75AH6"
"3181","Q54WZ5"
"3182","Q28GH3"
"3183","P30628"
"3184","P35251"
"3185","O00533"
"3186","P17139"
"3187","P20713"
"3188","P35601"
"3189","P19137"
"3190","P49951"
"3191","P50411"
"3192","P31335"
"3193","P35953"
"3194","Q969P6"
"3195","Q9D273"
"3196","Q8N960"
"3197","Q69L99"
"3198","Q6CBI8"
"3199","Q8BI17"
"3200","P47137"
"3201","Q9D416"
"3202","Q5EA20"
"3203","Q62420"
"3204","Q8CG73"
"3205","Q61371"
"3206","Q91Z53"
"3207","P18433"
"3208","Q59106"
"3209","Q8RXN4"
"3210","O43639"
"3211","P38542"
"3212","Q9BZE4"
"3213","A8Y5T1"
"3214","P24942"
"3215","Q5R6X7"
"3216","Q9CAA0"
"3217","Q6UW63"
"3218","P84100"
"3219","Q5S003"
"3220","P98165"
"3221","A2VDC2"
"3222","Q5ZK10"
"3223","P00529"
"3224","Q9BEA2"
"3225","P48508"
"3226","Q91WG5"
"3227","P97275"
"3228","Q7U0Y2"
"3229","Q8BGD9"
"3230","P53620"
"3231","Q7SYN5"
"3232","Q8CHY6"
"3233","Q9NZT1"
"3234","Q15833"
"3235","Q5F3W5"
"3236","Q91WK5"
"3237","Q7T2A5"
"3238","Q6PDN3"
"3239","Q8VHR5"
"3240","A6QLK6"
"3241","Q60737"
"3242","Q02977"
"3243","P97527"
"3244","E9Q1U1"
"3245","Q9SZ77"
"3246","Q99068"
"3247","Q6IE52"
"3248","Q9PU47"
"3249","Q8T5C6"
"3250","A6H8T2"
"3251","Q32PJ7"
"3252","Q4UKL3"
"3253","Q05024"
"3254","Q7ZWD4"
"3255","P26256"
"3256","Q9Z254"
"3257","Q7ZVR6"
"3258","O77819"
"3259","P20795"
"3260","P94547"
"3261","Q67PR4"
"3262","Q5XH14"
"3263","Q0U1G2"
"3264","Q5PYH5"
"3265","Q5RBD5"
"3266","P07871"
"3267","P12904"
"3268","Q16222"
"3269","Q6ZXV5"
"3270","Q0JMY1"
"3271","Q7ZY47"
"3272","Q8IUS5"
"3273","Q15056"
"3274","Q80UW5"
"3275","O89110"
"3276","A3LXL0"
"3277","Q59011"
"3278","Q502K3"
"3279","Q5ZKX1"
"3280","Q5R7G6"
"3281","Q9UGJ0"
"3282","P50607"
"3283","A7SDW5"
"3284","Q66T72"
"3285","P23468"
"3286","Q5T2S8"
"3287","Q3IMW0"
"3288","P43146"
"3289","Q28021"
"3290","B5FZ19"
"3291","Q5ZJF4"
"3292","Q24372"
"3293","Q567Y6"
"3294","Q8TB40"
"3295","Q9Y3E1"
"3296","Q9DAR0"
"3297","P10155"
"3298","P05419"
"3299","Q8T880"
"3300","Q18066"
"3301","Q9JHI5"
"3302","P61291"
"3303","O15116"
"3304","P23246"
"3305","P67063"
"3306","Q7T0T2"
"3307","Q5FW12"
"3308","P70335"
"3309","A7MBH5"
"3310","P35442"
"3311","P62155"
"3312","Q8R081"
"3313","Q08890"
"3314","P25723"
"3315","A8M4V8"
"3316","Q0P5H1"
"3317","A2AN08"
"3318","O16305"
"3319","O35161"
"3320","Q9P1Z9"
"3321","Q8CHP8"
"3322","Q8BJK1"
"3323","P48463"
"3324","Q5R9I6"
"3325","Q5R9T5"
"3326","Q64471"
"3327","Q99963"
"3328","Q3B8M3"
"3329","Q8INB9"
"3330","P52193"
"3331","Q5F3J5"
"3332","Q9Y394"
"3333","Q5T4S7"
"3334","Q5EA75"
"3335","Q6P268"
"3336","Q9VTU4"
"3337","P70470"
"3338","Q4R4R0"
"3339","Q7KZI7"
"3340","Q32S26"
"3341","O96907"
"3342","Q6PGZ3"
"3343","Q964D9"
"3344","Q92260"
"3345","P40307"
"3346","Q9XWB9"
"3347","O35889"
"3348","P07237"
"3349","Q6TFL3"
"3350","P53992"
"3351","Q29L39"
"3352","P59999"
"3353","Q75M08"
"3354","Q9H0E2"
"3355","O88637"
"3356","P60892"
"3357","O54781"
"3358","P82933"
"3359","Q9C5P7"
"3360","Q3UMM4"
"3361","O08679"
"3362","P06845"
"3363","P79384"
"3364","B0BNE5"
"3365","Q3ZBL5"
"3366","P48637"
"3367","P35604"
"3368","Q8GVF9"
"3369","Q9BRC7"
"3370","Q96A72"
"3371","Q28824"
"3372","Q0VCS9"
"3373","Q9Y7N0"
"3374","P73133"
"3375","P17140"
"3376","Q23629"
"3377","O70589"
"3378","Q9H254"
"3379","Q8AVY8"
"3380","Q9NUJ3"
"3381","Q5R902"
"3382","P13796"
"3383","Q9ER34"
"3384","O08651"
"3385","P41824"
"3386","O43149"
"3387","Q63081"
"3388","O83041"
"3389","Q45FX5"
"3390","Q58F21"
"3391","Q9VUX2"
"3392","B1AY13"
"3393","Q8R3Q2"
"3394","Q3SX40"
"3395","Q7QG73"
"3396","P22756"
"3397","O74874"
"3398","Q96B97"
"3399","Q9DC53"
"3400","Q00537"
"3401","Q6PF15"
"3402","Q03141"
"3403","Q5F478"
"3404","P34422"
"3405","Q3T077"
"3406","Q2M389"
"3407","Q5R573"
"3408","Q9UBR1"
"3409","Q93008"
"3410","Q9ERI6"
"3411","F4JMJ1"
"3412","Q9UHG3"
"3413","A7E2Y6"
"3414","P47245"
"3415","Q63699"
"3416","Q27968"
"3417","P17130"
"3418","Q9JLC8"
"3419","Q8JZL3"
"3420","Q8WXK3"
"3421","B8JK76"
"3422","Q09YN5"
"3423","P24100"
"3424","Q00169"
"3425","P22629"
"3426","Q8BKE9"
"3427","P24463"
"3428","Q9V0D5"
"3429","Q12028"
"3430","Q93104"
"3431","Q62829"
"3432","Q96FN4"
"3433","Q5ZMP6"
"3434","P26624"
"3435","Q3ZBH0"
"3436","A8E5W8"
"3437","Q8TAM2"
"3438","Q501J6"
"3439","Q9UBN7"
"3440","P34022"
"3441","Q9TXQ1"
"3442","Q6L8Q7"
"3443","A1XQX2"
"3444","Q60716"
"3445","O95363"
"3446","Q7Z6Z7"
"3447","O00567"
"3448","Q04870"
"3449","P55770"
"3450","Q00174"
"3451","Q04448"
"3452","Q6NYL3"
"3453","Q64674"
"3454","Q3TIX9"
"3455","Q5R685"
"3456","B7PY76"
"3457","Q9LKI7"
"3458","O35413"
"3459","Q8VHJ5"
"3460","Q9JMA1"
"3461","Q12280"
"3462","P40856"
"3463","Q8K370"
"3464","O18637"
"3465","Q9Y4D7"
"3466","P34897"
"3467","Q62417"
"3468","P55214"
"3469","Q03280"
"3470","Q64459"
"3471","P54731"
"3472","Q66II3"
"3473","Q6GLW1"
"3474","O13366"
"3475","P53621"
"3476","C3YFB4"
"3477","Q9VQ62"
"3478","Q9JKJ9"
"3479","P18603"
"3480","A1A5H8"
"3481","Q03460"
"3482","P70207"
"3483","Q1RM35"
"3484","Q7T322"
"3485","Q63356"
"3486","P79152"
"3487","A6NMZ7"
"3488","P07098"
"3489","Q96T66"
"3490","Q27319"
"3491","P35658"
"3492","O75369"
"3493","Q17QK8"
"3494","Q8TDY8"
"3495","Q05558"
"3496","A1X150"
"3497","Q64409"
"3498","Q9HAN9"
"3499","Q24400"
"3500","Q3TDQ1"
"3501","Q09330"
"3502","P49916"
"3503","A5DF78"
"3504","H2A0L8"
"3505","P43006"
"3506","Q63340"
"3507","P97615"
"3508","Q9HCM2"
"3509","Q9UMY4"
"3510","Q9JMA7"
"3511","Q9UJZ1"
"3512","Q91YR7"
"3513","Q5ZK44"
"3514","Q9HB55"
"3515","G3V7P1"
"3516","P49841"
"3517","Q5RBF2"
"3518","Q9D6K5"
"3519","Q5SUV5"
"3520","Q7TMY8"
"3521","A0LMC1"
"3522","Q99501"
"3523","Q5ZI51"
"3524","Q96FN5"
"3525","P42689"
"3526","Q9SKR2"
"3527","Q76NU3"
"3528","Q6DN14"
"3529","Q5XHA8"
"3530","B2RC85"
"3531","Q9UJU6"
"3532","D3ZHV2"
"3533","Q16UN6"
"3534","O18404"
"3535","Q56YP2"
"3536","Q9Z0R4"
"3537","Q2KJI2"
"3538","Q02369"
"3539","Q9R0N7"
"3540","Q10LJ0"
"3541","P08103"
"3542","Q93DW6"
"3543","Q8JZP9"
"3544","Q16959"
"3545","Q6GL89"
"3546","Q0II26"
"3547","P13086"
"3548","Q5RE15"
"3549","Q05BC3"
"3550","P31751"
"3551","Q7ZUW2"
"3552","Q5RBP4"
"3553","Q5SSG4"
"3554","Q54I79"
"3555","Q9QXE5"
"3556","P15891"
"3557","Q92193"
"3558","P81004"
"3559","Q13753"
"3560","Q15435"
"3561","Q6GQ80"
"3562","Q6DMN8"
"3563","Q8BTY2"
"3564","Q8ISC9"
"3565","P0CR76"
"3566","Q0P4W3"
"3567","Q17335"
"3568","Q5ZKQ3"
"3569","Q5ZJQ7"
"3570","P33545"
"3571","Q6NRI0"
"3572","P30350"
"3573","O15305"
"3574","Q6Q7J2"
"3575","P13127"
"3576","Q8C460"
"3577","Q9BQ69"
"3578","P08503"
"3579","Q54FZ8"
"3580","Q54NE6"
"3581","Q9Y3C6"
"3582","Q9Y673"
"3583","C3YZ51"
"3584","Q6ZQ08"
"3585","Q9Y5Z7"
"3586","Q8BTG3"
"3587","Q94887"
"3588","P85515"
"3589","Q03105"
"3590","Q9W2N0"
"3591","Q8BYB9"
"3592","Q5R613"
"3593","Q9C0D2"
"3594","Q9NX63"
"3595","P34121"
"3596","Q8WWN8"
"3597","O00899"
"3598","Q90233"
"3599","Q32KJ9"
"3600","O15118"
"3601","P25553"
"3602","Q9M0D0"
"3603","P63245"
"3604","Q8N8S7"
"3605","P87379"
"3606","P51572"
"3607","Q7ZXY0"
"3608","Q59228"
"3609","P62282"
"3610","O75689"
"3611","Q13867"
"3612","Q2TBP4"
"3613","Q8MIB8"
"3614","Q64531"
"3615","Q5VV43"
"3616","Q9CQ60"
"3617","P53042"
"3618","Q922S4"
"3619","A7TTT5"
"3620","F4I0P8"
"3621","Q008S8"
"3622","Q9VNL4"
"3623","Q3SZP0"
"3624","Q5F3X4"
"3625","A8MWY0"
"3626","Q7TQ20"
"3627","Q9FGY1"
"3628","Q95M17"
"3629","Q15024"
"3630","Q8C0J2"
"3631","Q08DG6"
"3632","P62489"
"3633","Q8WN55"
"3634","Q9FRL8"
"3635","P46940"
"3636","P43304"
"3637","Q54LN2"
"3638","Q4PRC2"
"3639","Q589G5"
"3640","Q5R8Z8"
"3641","P51610"
"3642","Q03412"
"3643","Q98TX3"
"3644","Q15746"
"3645","Q3BCR0"
"3646","Q8NHU2"
"3647","Q08E38"
"3648","Q5R9L3"
"3649","Q80Y75"
"3650","P48055"
"3651","Q0VD27"
"3652","Q9JME5"
"3653","Q15527"
"3654","Q9V3J1"
"3655","Q7SXL7"
"3656","Q5JIR7"
"3657","O75170"
"3658","Q5E9D0"
"3659","Q55AR6"
"3660","Q99MR1"
"3661","P78560"
"3662","P68638"
"3663","P31421"
"3664","Q5SSW2"
"3665","A0MTA1"
"3666","Q66I21"
"3667","Q9QXS1"
"3668","Q6CSR7"
"3669","Q9GP32"
"3670","Q2YDG0"
"3671","P84029"
"3672","Q7KQM6"
"3673","Q0IHQ8"
"3674","Q6GQ82"
"3675","Q96QK1"
"3676","P01025"
"3677","Q52KZ7"
"3678","P55196"
"3679","Q62504"
"3680","P72835"
"3681","P48601"
"3682","Q9D581"
"3683","A7SLW1"
"3684","O46037"
"3685","Q00685"
"3686","Q16932"
"3687","P17244"
"3688","A8XZB0"
"3689","P61354"
"3690","Q9N285"
"3691","Q9WTP7"
"3692","Q6DF46"
"3693","P25773"
"3694","Q9ULB1"
"3695","Q5REG1"
"3696","Q24009"
"3697","Q8BH24"
"3698","P86808"
"3699","Q9D939"
"3700","O73930"
"3701","P35244"
"3702","Q6DER1"
"3703","Q99PW8"
"3704","Q58CU2"
"3705","P53618"
"3706","O95786"
"3707","O15382"
"3708","P27085"
"3709","P95896"
"3710","Q9DCG9"
"3711","P41252"
"3712","Q03344"
"3713","P56399"
"3714","Q2KJ25"
"3715","Q3T0V9"
"3716","Q28735"
"3717","Q8VIF7"
"3718","P07858"
"3719","P57723"
"3720","Q9C098"
"3721","Q14624"
"3722","Q63639"
"3723","Q64536"
"3724","Q9VI75"
"3725","A7MB28"
"3726","P30050"
"3727","Q5RF96"
"3728","Q9NUP1"
"3729","Q5R795"
"3730","P60868"
"3731","P44121"
"3732","Q7ZWJ3"
"3733","O00459"
"3734","Q61CQ8"
"3735","P37199"
"3736","P55083"
"3737","P31478"
"3738","Q55FU2"
"3739","Q5ZK63"
"3740","Q63362"
"3741","Q92005"
"3742","Q08623"
"3743","P61255"
"3744","Q17QG2"
"3745","P91303"
"3746","Q5BN46"
"3747","Q04615"
"3748","Q11067"
"3749","Q02589"
"3750","O75844"
"3751","Q6GM29"
"3752","P46782"
"3753","Q08857"
"3754","Q99JW2"
"3755","Q5TZ24"
"3756","Q9DG68"
"3757","Q8IXB1"
"3758","Q62902"
"3759","Q3LXA3"
"3760","Q26487"
"3761","O70571"
"3762","Q91437"
"3763","Q502L2"
"3764","P40071"
"3765","Q01167"
"3766","B2RR83"
"3767","Q9FMP5"
"3768","Q13435"
"3769","Q64270"
"3770","E9Q557"
"3771","Q5ZIK9"
"3772","Q22472"
"3773","Q7Z6B7"
"3774","Q5HYA8"
"3775","P60670"
"3776","Q26481"
"3777","Q6P3Q6"
"3778","Q6NXR0"
"3779","Q93RV9"
"3780","Q9VXK0"
"3781","P08775"
"3782","Q5THR3"
"3783","Q01369"
"3784","Q9Y6G5"
"3785","A0JJX5"
"3786","Q9DGK4"
"3787","Q5ZMV7"
"3788","Q6DDU8"
"3789","P24928"
"3790","Q96SB3"
"3791","O54990"
"3792","Q08893"
"3793","Q5ZK92"
"3794","Q69ZN7"
"3795","Q8SPK0"
"3796","Q99260"
"3797","Q60QD1"
"3798","O28390"
"3799","P54611"
"3800","Q8N6N2"
"3801","O54786"
"3802","Q8CBW3"
"3803","O94560"
"3804","Q66KB0"
"3805","P83732"
"3806","Q9TW45"
"3807","Q5ZI11"
"3808","P27473"
"3809","Q6DRL5"
"3810","Q9ULT8"
"3811","Q8AVY1"
"3812","Q3UKJ7"
"3813","Q5XIU9"
"3814","Q9UK41"
"3815","Q5ZLM0"
"3816","Q503V9"
"3817","Q0P5A2"
"3818","O54873"
"3819","Q5R8M1"
"3820","Q4R3I0"
"3821","Q960X8"
"3822","Q5TM26"
"3823","P20849"
"3824","Q9D1C2"
"3825","B4QX46"
